0.0000264507,-0.9535957575,0.5679450631,-0.5370082855,0.3808724284,-0.5317963362,-0.7481155992,-0.0070837131,-0.1357735097,-0.1357702166,0.0050734356,-1.0696823597,-0.4795852304,-0.4558233321,-0.4356238842,0.2917925715,-0.1790808588,-0.1304824203,-0.6407573819,-0.4752674401,-0.1426862031,-0.2573519051,-0.2143013328,-0.2324858755,-0.2145467550,-0.4511743188,-0.1240106001,-0.0395408385,-0.5618283749,-0.2942146957,-0.0524474941,-0.3192966878,-0.4895184934,-0.0843668729,-0.5979235768,-0.5564725995,-0.2338023037,-0.5324949026,0.7961741090,-0.7621233463,-0.3091197014,-0.2987829149,-0.3551691771,-0.9292160273,-0.2241585255,-0.6267942190,0.2627000511,0.9860743880,-0.0126938606,-0.6393971443,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.0775773376,-0.4107915163,-0.1128500775
0.5058587193,-0.5306664705,2.2272112370,2.1425440311,0.2576265037,1.2008512020,0.6632556915,0.4045487046,-0.2294633985,3.9372773170,2.7014837265,-0.8762065172,-0.2576965988,-0.3316638470,-0.3091950119,-0.1547397524,0.0247758571,-0.1179435179,0.0722287521,-0.2729780674,0.7907254696,-0.2469878197,0.4933359325,1.1830555201,0.3696140051,1.2803941965,-0.2438425571,-0.4373841882,0.1278570741,-0.0028844869,0.5050150156,-0.3192966878,-0.0739717633,-0.0843668729,-0.8804171681,1.8759994507,1.1579097509,-0.5324949026,-0.1486501694,0.9757018685,0.1426617056,2.1821177006,5.6604108810,2.9415824413,-0.2737531066,0.8076983094,0.0484672599,0.6423497200,0.1548659205,1.5711003542,0.4913616776,-0.4512009323,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.0025953667,-0.4107915163,0.0373833366
0.0056774667,-0.5995064974,2.9154386520,0.6609104872,-0.3415336609,-0.4749052823,1.9436384439,-0.8314152360,0.9708554745,-0.5358345509,-0.1324771643,-1.0113322735,0.2970249951,0.2891345024,-0.2311557233,-0.7053999305,-0.1006744355,-0.1341231018,-0.5516341925,0.0641710237,-0.4469309449,0.3495914340,0.1469823420,-0.5863711238,-0.2145467550,-0.2150512189,-0.4249534011,-0.5366153717,-1.1055301428,-0.3465244174,-0.3499757051,-0.3192966878,-0.5869317055,-0.0843668729,-0.5900161862,2.2728860378,6.9446964264,-0.2001308799,-1.0934745073,-0.3062442243,0.2213466614,0.9867383838,1.0968672037,0.7304109335,0.0221070740,1.2572417259,-0.9178794622,-0.3166438639,0.0768987685,-0.1242729053,1.1213035583,-0.5551895499,1.2940527201,-0.0466439240,0.3045236766,-0.3986051679,-0.0837254822,1.1713639498,2.5743715763
0.0000093289,-0.4278377891,-0.2664394975,-0.6112077236,-0.9035180211,-0.8247754574,-0.5742424130,-1.0901172161,-0.8771578074,-0.8254172206,-1.1068390608,-1.1580668688,-0.4518487751,-0.6420629621,-0.3446547687,-0.6803215146,-0.6625868082,-0.3147759438,-0.6407573819,-0.6101270318,-0.4631522000,-0.2252174169,-0.2896731794,-0.7633137703,-0.2145467550,-0.7660050392,-0.3384145498,-0.7777296901,-0.4449736774,-0.3203060925,-0.5019063950,-0.3192966878,-0.5342254043,-0.0843668729,-1.0862543583,-0.5770822763,-0.2338023037,-0.5324949026,-1.0934745073,-0.7725147605,-0.2332125157,-0.2679526210,-0.3551691771,-1.0295475721,-0.5840351582,-0.5862717628,-0.6768182516,-0.7803876996,-0.7559536099,-1.1593837738,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.6085501313,-0.4107915163,-0.3846075237
0.0057749241,-0.0756872743,0.1266734451,0.0003799648,1.5011516809,0.6684412360,1.8107539415,-0.8091715574,4.2510800362,-0.7503548861,1.8050202131,-0.6958546638,-0.3409049809,0.9720137715,-0.4052053988,0.5657644272,-0.4169135392,-0.2182175815,-0.6407573819,-0.1381184757,1.0896492004,0.1726423502,0.3266562223,-0.7633137703,7.3795437813,0.9655637741,-0.1687348336,-0.0327549018,1.5166376829,0.0106031494,-0.2809642851,3.9691419601,0.3262749016,-0.0843668729,-0.8653374910,-0.2214005888,-0.2338023037,-0.5324949026,-0.1486501694,2.0755214691,-0.3259470463,0.2086592317,0.4745660424,1.3182655573,0.4655949771,3.9721674919,1.5327806473,2.6359555721,1.1618475914,0.2098339051,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.4632366598,-0.4107915163,-0.0706408322
0.0000466190,-0.3741448820,-0.2269354761,-0.3618865311,-0.4421063960,0.5060229897,-0.1187383011,0.7379668951,-0.8178724647,0.3163985610,-0.7881730795,0.2996896207,-0.2299605906,-0.3627036810,-0.0919452906,0.9923098087,0.1763613969,0.0316422805,-0.6407573819,-0.5426972508,-0.1163409203,-0.1090955138,-0.2885125875,0.8291695714,-0.2145467550,-0.2150512189,-0.5699312687,1.1099375486,-0.3123517931,-0.3541906774,1.3857492208,-0.3192966878,-0.6993799210,-0.0843668729,0.7319238782,-0.5981501341,-0.2338023037,-0.5324949026,0.7961741090,0.1749529392,-0.6515899301,-0.1939503402,-0.3551691771,1.0722919703,-0.7619952559,-0.6267942190,-0.6960071325,-0.0516766421,-0.3863812685,-0.4406927824,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.1944509894,-0.4107915163,-0.3846075237
0.0063547967,1.7854218483,0.8189237714,-0.3790452480,0.7085188627,-0.8312299252,0.2018761337,-0.9333647490,-0.1941137165,-0.7485243678,-0.2395746708,-0.5182374120,-0.1744882017,0.3201747537,0.1281467676,0.4749442935,0.3880587220,0.0919266194,-0.6407573819,-0.6101270318,0.5692135096,-0.1114368439,0.0400766768,-0.7633137703,-0.2145467550,0.6507332921,0.4876737297,0.9389884472,1.2674528360,-0.3584845364,0.2056748867,1.8249226809,0.1066777930,-0.0843668729,-0.6282090545,-0.6562266946,-0.2338023037,-0.5324949026,-1.0934745073,2.6927669048,2.1136102676,-0.2441988587,-0.3551691771,-0.5827007890,1.2372735739,-0.6267942190,-0.8347342014,-0.2341496944,1.1768870354,-1.2279144526,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,0.9711301923,-0.4107915163,-0.0423730053
0.0002613911,1.0831872225,-0.6099506617,-0.5676097274,-0.6395851970,-0.1916362941,-0.8953471184,0.6227235198,1.1618911028,0.0343300663,-0.6931766272,-0.9042076468,-0.2576965988,-0.1454242319,0.3634338975,-0.7023431063,0.1920427382,0.0886768326,-0.3920277953,-0.4078376293,-0.1193767413,-0.2663207352,-0.2721423805,1.3599972725,-0.2145467550,-0.4511743188,0.4928494096,-0.9396924376,-0.3323200345,0.1812298447,-0.6473894119,-0.3192966878,2.1442382336,-0.0843668729,-0.1077202931,-0.1829241663,-0.2048299909,0.5476877093,-1.0934745073,-0.7092388272,-0.2570920289,-0.2499118447,-0.3551691771,0.3801508248,-0.1086084023,0.8076983094,-0.3865321875,-0.9044140577,-0.7069958448,-0.5676276684,-0.5507389307,-0.0227850471,3.0113430023,1.8803632259,-0.1222700030,-0.0531003699,-0.1102049947,-0.4107915163,0.0193253048
0.0000590573,0.8865343928,-0.3831037283,-0.0711466223,0.4531933069,0.5160860419,-0.6612635255,1.5798882246,-0.7670596838,0.4514461756,-0.3136148155,0.0040109847,0.1028723419,-0.2695841491,0.3118318915,1.5899438858,-0.0536306947,-0.0924967080,-0.6407573819,0.2664603889,-0.3006146252,-0.2235033512,-0.1627039462,1.3599972725,-0.2145467550,0.1784872264,-0.4058149159,1.3769828081,-0.1946592480,-0.3071306646,0.9852980375,-0.3192966878,-0.5258494020,-0.0843668729,2.4175989628,-0.4226696491,-0.2338023037,-0.5324949026,0.7961741090,-0.6097770333,-0.2700875700,-0.2194539160,-0.3551691771,0.3574960828,-0.0549612120,-0.6267942190,-0.2048375160,-0.0715410560,0.2585758269,-0.3878859282,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,-0.4734319150,-0.4107915163,-0.3846075237
0.0000328070,-0.3004774749,-0.7491315007,-0.3405112028,-0.6490725279,0.9314076900,-0.7444586158,-1.0484993458,-0.6949560046,-0.4285626411,-0.0384407677,0.0590937808,-0.1744882017,0.0408155061,-0.2442601770,-0.7057456374,-0.0588577166,-0.0996103659,-0.6407573819,-0.4752674401,-0.1597022712,-0.0782217681,-0.1295316666,0.1213992685,-0.2145467550,-0.4511743188,-0.1319884509,-0.7161548734,-1.0052220821,-0.3480143845,-0.6087344289,-0.3192966878,-0.3583120108,-0.0843668729,-0.9570839405,-0.5316092372,-0.2338023037,-0.5324949026,1.7409983873,-0.5736446381,-0.5989496708,-0.2836620212,-0.2514522970,-0.7612277865,-0.6244618893,-0.6267942190,-0.6133184433,1.0253573656,-0.4138403535,0.1527319551,-0.5581960678,-0.6504665613,-0.4413180649,-0.1514956504,-0.1775615960,-0.5215637088,0.0818697140,-0.4107915163,-0.2236410677
